customer_id,age_group,customer_tenure_months,customer_tier,industry,region,annual_spend_usd,engagement_score,preferred_channel,interaction_date,interaction_channel,issue_category,first_contact_resolution,response_time_hours,satisfaction_score,escalation_level,sentiment_score,idea_submitted_by,idea_submission_date,idea_category,expected_impact,development_timeline_months,required_budget_usd,risk_level,customer_driven_idea,implementation_status,implementation_start_date,implementation_completion_date,actual_budget_usd,success_metrics,roi_multiplier,customer_impact_score,business_value_score,innovation_efficiency_ratio,customer_loyalty_index,employee_engagement_score,market_impact_scope,total_innovation_value,customer_lifetime_value,efficiency_score,idea_to_implementation_days,budget_variance,performance_tier
CUST_282,18-25,22,Platinum,Retail,Gibraltar,34744.41,85,In-Person,2025-04-17,Social Media,Product Feature,False,49.9,4,2,-0.82,Employee,2025-11-28,Product Improvement,High,4,81780.85,High,True,Approved,,,55445.15,,2.81,5.0,6.0,0.48,3,4,Regional,0.0,63698.09,0.54,,-0.322,Medium Performance
CUST_283,55+,25,Basic,Finance,Luxembourg,38601.2,19,Social Media,2025-04-07,Social Media,Billing,True,12.4,2,3,0.41,AI Analysis,2025-06-06,Technology Upgrade,High,15,58937.4,Low,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.14,1,2,Global,0.0,80419.17,0.14,,-0.059,Low Performance
CUST_284,46-55,54,Platinum,Manufacturing,Zimbabwe,29143.73,94,In-Person,2025-09-01,Chat,Billing,False,29.1,5,3,0.45,AI Analysis,2025-11-04,Process Optimization,Low,2,53302.57,Medium,False,In Development,,,55445.15,,2.81,5.0,6.0,0.81,7,8,Local,0.0,131146.79,0.82,,0.04,High Performance
CUST_285,46-55,80,Gold,Retail,Equatorial Guinea,35026.96,3,Phone,2025-03-29,Chat,Suggestion,True,34.1,4,1,0.02,Management,2025-08-09,Service Innovation,Low,22,47378.26,Medium,False,In Development,,,55445.15,,2.81,5.0,6.0,0.74,3,10,Local,0.0,233513.07,0.36,,0.17,Low Performance
CUST_286,36-45,89,Basic,Manufacturing,Czech Republic,24403.04,23,Phone,2025-09-28,Phone,Complaint,False,7.7,4,2,-0.39,Employee,2025-10-15,Service Innovation,High,1,36519.89,Medium,False,Approved,,,55445.15,,2.81,5.0,6.0,0.76,9,1,Local,0.0,180989.21,0.63,,0.518,Medium Performance
CUST_287,36-45,56,Basic,Education,Mozambique,11721.17,72,Phone,2025-08-04,Social Media,Product Feature,False,56.6,1,3,-0.47,Employee,2025-10-10,Service Innovation,Low,22,11310.06,Low,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.88,10,10,Local,0.0,54698.79,0.87,,3.902,High Performance
CUST_288,55+,6,Basic,Healthcare,Tuvalu,31681.34,27,Chat,2025-08-24,Phone,Suggestion,False,51.1,5,2,0.47,Customer,2025-08-08,Process Optimization,Low,12,34126.15,Low,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.88,1,4,Regional,0.0,15840.67,0.42,,0.625,Medium Performance
CUST_289,36-45,37,Silver,Technology,Martinique,13667.77,92,Social Media,2025-09-22,Chat,Suggestion,True,11.3,5,2,0.57,Employee,2025-07-06,Technology Upgrade,Medium,14,89908.46,High,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.22,1,9,Local,0.0,42142.29,0.41,,-0.383,Medium Performance
CUST_290,18-25,44,Gold,Retail,Cook Islands,49106.27,22,Social Media,2025-04-08,Email,Account Management,True,47.7,2,3,-0.88,Management,2025-06-04,Technology Upgrade,Medium,22,70378.25,Medium,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.76,9,10,Local,0.0,180056.32,0.63,,-0.212,Medium Performance
CUST_291,46-55,58,Silver,Education,Gambia,31405.8,80,Social Media,2025-01-21,Chat,Suggestion,False,55.9,3,1,-0.93,Management,2025-07-22,Technology Upgrade,Low,24,74265.17,Low,False,Completed,2025-10-27,2025-11-15,86011.7,Partially Met,2.85,3.0,1.0,0.12,9,10,Regional,89506.53,151794.7,0.61,116.0,0.158,Medium Performance
CUST_292,26-35,107,Gold,Manufacturing,Yemen,21425.92,65,Email,2025-05-02,Email,Product Feature,False,45.3,3,1,-0.9,Customer,2025-11-12,Technology Upgrade,Medium,19,73949.01,Medium,False,Approved,,,55445.15,,2.81,5.0,6.0,0.38,5,10,Global,0.0,191047.79,0.51,,-0.25,Medium Performance
CUST_293,26-35,92,Platinum,Education,Seychelles,37006.86,14,Chat,2025-10-30,Help Desk,Complaint,True,59.3,3,2,-0.8,AI Analysis,2025-10-24,Technology Upgrade,High,3,7157.17,Low,False,Completed,2025-11-16,2025-11-18,6116.88,Below Targets,3.15,9.0,7.0,0.8,10,8,Global,116571.61,283719.26,0.65,25.0,-0.145,Medium Performance
CUST_294,46-55,57,Platinum,Manufacturing,United States of America,48676.99,21,Phone,2025-09-05,Help Desk,Technical Support,False,51.3,2,3,0.03,Customer,2025-08-01,Process Optimization,Medium,16,4228.13,Low,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.58,7,2,Local,0.0,231215.7,0.5,,12.113,Medium Performance
CUST_295,36-45,74,Gold,Technology,Georgia,26377.49,16,Chat,2025-05-24,Chat,Product Feature,False,21.5,1,1,-0.72,AI Analysis,2025-10-04,Product Improvement,Medium,10,22342.56,High,False,Completed,2025-10-13,2025-11-01,26437.42,Exceeded Targets,4.42,7.0,8.0,0.56,10,8,Regional,116588.51,162661.19,0.57,28.0,0.183,Medium Performance
CUST_296,46-55,61,Silver,Healthcare,Hungary,25485.81,59,Social Media,2024-12-06,Social Media,Technical Support,False,6.9,5,3,0.25,AI Analysis,2025-06-05,Process Optimization,Medium,11,54558.45,High,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.79,1,10,Global,0.0,129552.87,0.49,,0.016,Medium Performance
CUST_297,36-45,72,Basic,Manufacturing,Montserrat,28187.96,25,In-Person,2025-07-20,Help Desk,Complaint,True,68.9,5,1,0.5,Customer,2025-11-02,Product Improvement,Low,18,18794.6,Low,False,Approved,,,55445.15,,2.81,5.0,6.0,0.76,10,8,Local,0.0,169127.76,0.67,,1.95,Medium Performance
CUST_298,55+,78,Gold,Retail,Palestinian Territory,29650.2,63,Email,2025-03-13,Chat,Account Management,True,30.2,5,2,-0.24,Customer,2025-06-26,Product Improvement,High,18,17647.44,Low,True,Completed,2025-09-10,2025-11-13,15225.15,Partially Met,4.78,3.0,1.0,0.59,6,3,Local,141727.96,192726.3,0.61,140.0,-0.137,Medium Performance
CUST_299,18-25,39,Platinum,Technology,Kazakhstan,16342.05,53,Chat,2024-12-06,Chat,Account Management,True,4.2,2,3,0.17,AI Analysis,2025-07-04,Service Innovation,Low,13,94986.35,Medium,True,Completed,2025-11-15,2025-11-17,112766.35,Exceeded Targets,2.68,7.0,4.0,0.83,1,5,Global,43796.69,53111.66,0.49,136.0,0.187,Medium Performance
CUST_300,55+,87,Basic,Healthcare,Swaziland,38267.43,84,Phone,2025-09-20,Chat,Complaint,False,32.4,5,1,0.57,Employee,2025-08-03,Customer Experience,Low,6,78420.34,High,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.13,8,10,Regional,0.0,277438.87,0.59,,-0.293,Medium Performance
CUST_301,26-35,1,Basic,Retail,Niue,14028.5,33,Social Media,2024-12-07,Chat,Suggestion,True,42.3,5,2,-0.91,Customer,2025-10-22,Customer Experience,High,13,70144.5,Low,False,Approved,,,55445.15,,2.81,5.0,6.0,0.59,6,6,Global,0.0,1169.04,0.51,,-0.21,Medium Performance
CUST_302,36-45,97,Platinum,Finance,Vanuatu,12673.45,42,Chat,2025-02-24,Phone,Account Management,False,1.6,2,3,0.84,AI Analysis,2025-09-28,Product Improvement,High,22,18180.07,High,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.73,2,9,Local,0.0,102443.72,0.45,,2.05,Medium Performance
CUST_303,46-55,87,Basic,Finance,Reunion,48615.93,49,In-Person,2025-07-07,Chat,Account Management,True,60.5,1,1,-0.07,Employee,2025-10-21,Technology Upgrade,High,8,74571.3,Medium,False,Completed,2025-11-23,2025-11-25,102266.83,Partially Met,4.14,4.0,4.0,0.88,6,1,Regional,201269.95,352465.49,0.66,35.0,0.371,Medium Performance
CUST_304,46-55,116,Silver,Technology,Grenada,10206.3,82,Social Media,2024-12-12,Email,Product Feature,False,12.7,2,3,0.48,Employee,2025-06-30,Product Improvement,Low,5,74851.37,Low,False,Approved,,,55445.15,,2.81,5.0,6.0,0.8,5,4,Global,0.0,98660.9,0.71,,-0.259,High Performance
CUST_305,18-25,89,Gold,Manufacturing,Paraguay,28225.74,59,Email,2025-05-20,Social Media,Suggestion,True,61.6,3,2,0.69,AI Analysis,2025-10-23,Customer Experience,High,22,52311.23,Medium,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.81,4,1,Regional,0.0,209340.91,0.6,,0.06,Medium Performance
CUST_306,46-55,69,Platinum,Finance,Malawi,755.38,25,Chat,2024-12-08,Email,Complaint,True,71.3,2,3,-0.15,Customer,2025-09-23,Process Optimization,High,6,33593.24,Low,True,Completed,2025-11-28,2025-11-28,37031.99,Exceeded Targets,3.17,6.0,5.0,0.3,8,4,Regional,2394.55,4343.44,0.45,66.0,0.102,Medium Performance
CUST_307,18-25,106,Gold,Education,Nepal,39808.5,10,In-Person,2025-08-28,Help Desk,Account Management,True,45.2,5,1,-0.83,Customer,2025-11-18,Product Improvement,Medium,11,89118.29,High,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.84,8,1,Regional,0.0,351641.75,0.58,,-0.378,Medium Performance
CUST_308,55+,81,Platinum,Technology,Zambia,5540.47,8,In-Person,2025-10-06,Email,Product Feature,False,29.2,5,2,-0.53,Customer,2025-07-26,Technology Upgrade,Medium,15,79721.3,High,True,Completed,2025-09-18,2025-11-20,116098.88,Exceeded Targets,2.54,6.0,10.0,0.25,2,1,Global,14072.79,37398.17,0.18,117.0,0.456,Low Performance
CUST_309,18-25,76,Silver,Education,Cocos (Keeling) Islands,6736.09,66,Chat,2025-09-13,Chat,Account Management,False,52.3,4,1,-0.51,Customer,2025-08-26,Product Improvement,High,10,58867.71,High,False,Completed,2025-11-05,2025-11-28,83571.86,Met Targets,1.16,5.0,10.0,0.37,6,1,Global,7813.86,42661.9,0.54,94.0,0.42,Medium Performance
CUST_310,55+,85,Silver,Technology,Pakistan,12250.67,72,Email,2024-12-26,Social Media,Product Feature,True,70.3,2,1,-0.32,AI Analysis,2025-08-06,Technology Upgrade,Low,23,33783.4,High,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.36,2,8,Local,0.0,86775.58,0.43,,0.641,Medium Performance
CUST_311,46-55,29,Basic,Manufacturing,Sao Tome and Principe,11539.74,30,Social Media,2024-12-18,Help Desk,Technical Support,True,34.9,3,3,-0.25,AI Analysis,2025-06-25,Process Optimization,High,12,1979.32,Medium,True,Approved,,,55445.15,,2.81,5.0,6.0,0.33,4,10,Regional,0.0,27887.7,0.34,,27.012,Low Performance
CUST_312,18-25,4,Silver,Healthcare,Rwanda,14562.99,29,Chat,2025-09-04,Phone,Product Feature,True,13.3,1,1,0.69,Customer,2025-08-12,Product Improvement,Low,5,38513.35,Low,False,In Development,,,55445.15,,2.81,5.0,6.0,0.46,6,6,Global,0.0,4854.33,0.45,,0.44,Medium Performance
CUST_313,26-35,68,Platinum,Manufacturing,Gambia,3736.19,19,Phone,2025-04-20,Phone,Technical Support,False,50.1,3,3,-0.14,Employee,2025-08-19,Product Improvement,Low,19,19721.11,High,False,In Development,,,55445.15,,2.81,5.0,6.0,0.3,5,3,Global,0.0,21171.74,0.33,,1.811,Low Performance
CUST_314,55+,114,Platinum,Healthcare,Madagascar,36501.28,61,In-Person,2025-04-25,Email,Technical Support,False,54.2,5,2,-0.0,AI Analysis,2025-08-01,Process Optimization,Medium,23,38013.99,High,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.48,10,7,Global,0.0,346762.16,0.7,,0.459,High Performance
CUST_315,55+,84,Basic,Healthcare,Myanmar,11366.55,26,Social Media,2025-09-01,Phone,Account Management,True,22.4,4,3,-0.69,Management,2025-08-12,Customer Experience,Low,3,14298.7,Low,False,In Development,,,55445.15,,2.81,5.0,6.0,0.28,1,8,Global,0.0,79565.85,0.21,,2.878,Low Performance
CUST_316,55+,44,Platinum,Retail,Tonga,23643.77,53,Chat,2024-12-14,Social Media,Product Feature,False,27.8,2,2,-0.53,Customer,2025-08-14,Customer Experience,High,10,84417.74,High,True,Approved,,,55445.15,,2.81,5.0,6.0,0.18,2,6,Local,0.0,86693.82,0.3,,-0.343,Low Performance
CUST_317,55+,26,Gold,Healthcare,India,33917.81,33,Chat,2025-11-26,Chat,Technical Support,True,71.9,5,2,-0.98,Management,2025-10-01,Customer Experience,Medium,13,94635.69,High,True,Approved,,,55445.15,,2.81,5.0,6.0,0.79,4,4,Global,0.0,73488.59,0.51,,-0.414,Medium Performance
CUST_318,26-35,61,Silver,Education,Benin,29556.68,71,Social Media,2025-07-20,Social Media,Product Feature,True,22.9,2,2,0.54,AI Analysis,2025-11-01,Process Optimization,Medium,15,85441.47,Low,False,Completed,2025-11-24,2025-11-26,120611.33,Partially Met,4.75,1.0,8.0,0.75,6,6,Local,140394.23,150246.46,0.69,25.0,0.412,Medium Performance
CUST_319,46-55,55,Platinum,Manufacturing,Peru,27111.4,42,In-Person,2025-10-03,Email,Complaint,True,66.4,2,2,0.14,AI Analysis,2025-07-21,Technology Upgrade,High,13,7307.22,Medium,True,In Development,,,55445.15,,2.81,5.0,6.0,0.56,8,5,Local,0.0,124260.58,0.59,,6.588,Medium Performance
CUST_320,26-35,14,Silver,Technology,Costa Rica,41410.5,78,Social Media,2025-09-20,Email,Technical Support,True,5.5,4,2,-0.59,Management,2025-10-16,Service Innovation,High,15,6687.86,High,True,Completed,2025-10-19,2025-11-10,9375.01,Below Targets,2.26,2.0,3.0,0.53,8,2,Regional,93587.73,48312.25,0.7,25.0,0.402,High Performance
CUST_321,26-35,17,Silver,Finance,Slovakia (Slovak Republic),21893.93,91,Social Media,2025-01-09,Phone,Complaint,False,42.5,5,3,0.37,Management,2025-07-05,Process Optimization,High,5,45127.43,Medium,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.47,10,1,Global,0.0,31016.4,0.79,,0.229,High Performance
CUST_322,18-25,37,Platinum,Finance,Kazakhstan,35165.67,92,Chat,2024-12-26,Social Media,Complaint,True,30.2,2,3,0.47,AI Analysis,2025-07-21,Technology Upgrade,Low,6,70153.68,Low,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.29,3,5,Global,0.0,108427.48,0.5,,-0.21,Medium Performance
CUST_323,55+,38,Basic,Manufacturing,Suriname,36463.62,28,Social Media,2024-12-30,Social Media,Complaint,True,71.7,1,1,0.01,Management,2025-10-01,Technology Upgrade,Medium,6,26023.9,High,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.61,8,7,Regional,0.0,115468.13,0.56,,1.131,Medium Performance
CUST_324,46-55,110,Silver,Retail,Hong Kong,2369.85,33,Email,2025-11-14,Phone,Product Feature,False,35.2,1,1,0.1,Employee,2025-08-16,Technology Upgrade,High,16,82222.24,Low,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.24,2,9,Global,0.0,21723.62,0.26,,-0.326,Low Performance
CUST_325,46-55,22,Basic,Manufacturing,Belize,38297.66,87,Chat,2024-12-05,Phone,Account Management,False,13.2,1,3,0.06,AI Analysis,2025-07-24,Product Improvement,Low,17,64460.21,High,True,Completed,2025-10-01,2025-11-25,65480.42,Exceeded Targets,3.19,1.0,7.0,0.71,4,6,Local,122169.54,70212.38,0.66,124.0,0.016,Medium Performance
CUST_326,26-35,12,Basic,Retail,Martinique,1883.24,2,Chat,2025-07-23,Phone,Suggestion,True,16.3,1,3,-0.66,Employee,2025-07-25,Product Improvement,Medium,17,11660.7,Medium,False,Approved,,,55445.15,,2.81,5.0,6.0,0.6,9,7,Regional,0.0,1883.24,0.51,,3.755,Medium Performance
CUST_327,18-25,30,Silver,Technology,Guinea,18150.53,23,Email,2025-05-26,Social Media,Suggestion,False,1.4,2,2,-0.56,Management,2025-07-07,Service Innovation,Medium,2,7665.8,Low,False,Completed,2025-10-01,2025-11-24,9346.21,Exceeded Targets,3.71,10.0,3.0,0.3,2,10,Regional,67338.47,45376.32,0.24,140.0,0.219,Low Performance
CUST_328,46-55,87,Silver,Finance,Liechtenstein,9178.89,98,Chat,2025-10-20,Social Media,Billing,False,1.8,5,2,-0.24,Employee,2025-06-14,Service Innovation,Low,23,98849.71,Low,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.35,7,4,Global,0.0,66546.95,0.68,,-0.439,Medium Performance
CUST_329,18-25,8,Silver,Finance,Hong Kong,25186.96,26,Phone,2025-09-16,Social Media,Technical Support,True,17.5,5,2,0.48,Management,2025-11-23,Process Optimization,Medium,11,64716.61,Low,False,In Development,,,55445.15,,2.81,5.0,6.0,0.7,4,6,Regional,0.0,16791.31,0.45,,-0.143,Medium Performance
CUST_330,26-35,27,Basic,Manufacturing,Kazakhstan,49424.63,88,Phone,2025-06-20,Help Desk,Account Management,False,13.6,1,1,0.74,Customer,2025-06-10,Process Optimization,High,21,99209.24,Low,True,Completed,2025-10-07,2025-11-05,120523.5,Met Targets,1.56,2.0,7.0,0.68,5,3,Global,77102.42,111205.42,0.69,148.0,0.215,Medium Performance
CUST_331,26-35,32,Platinum,Healthcare,Macao,30489.64,39,Chat,2025-01-18,Help Desk,Account Management,True,19.9,4,1,0.9,Management,2025-10-22,Technology Upgrade,Medium,6,47600.63,Medium,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.12,7,7,Local,0.0,81305.71,0.4,,0.165,Medium Performance
CUST_332,36-45,77,Silver,Education,Cameroon,36469.09,33,Social Media,2025-06-25,Social Media,Product Feature,False,20.8,5,3,-0.04,Management,2025-11-01,Process Optimization,Low,16,20375.86,Low,True,Completed,2025-11-26,2025-11-26,23442.22,Partially Met,2.71,7.0,7.0,0.88,6,7,Regional,98831.23,234009.99,0.6,25.0,0.15,Medium Performance
CUST_333,36-45,83,Basic,Retail,Sri Lanka,44307.48,16,Social Media,2025-01-10,Help Desk,Technical Support,True,55.1,3,3,-0.3,AI Analysis,2025-08-13,Customer Experience,Low,2,65439.73,Medium,True,Completed,2025-09-30,2025-09-30,53932.5,Partially Met,3.34,1.0,3.0,0.31,8,3,Regional,147986.98,306460.07,0.42,48.0,-0.176,Medium Performance
CUST_334,26-35,78,Silver,Technology,Bouvet Island (Bouvetoya),6278.17,12,Social Media,2025-05-06,Social Media,Suggestion,True,37.6,2,2,-0.67,AI Analysis,2025-09-18,Customer Experience,Low,10,50564.04,High,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.7,2,2,Global,0.0,40808.11,0.34,,0.097,Low Performance
CUST_335,55+,100,Gold,Healthcare,Serbia,13816.56,27,Social Media,2025-11-16,Chat,Billing,True,58.9,1,1,-0.86,AI Analysis,2025-10-05,Service Innovation,Medium,21,29545.69,Medium,True,Completed,2025-11-07,2025-11-09,27491.67,Met Targets,1.39,3.0,9.0,0.86,8,10,Local,19205.02,115138.0,0.64,35.0,-0.07,Medium Performance
CUST_336,26-35,26,Basic,Manufacturing,Netherlands,9545.11,98,Phone,2025-10-28,Chat,Account Management,False,45.3,5,1,0.74,Employee,2025-10-16,Product Improvement,Medium,3,38395.13,Medium,True,Completed,2025-11-22,2025-11-24,46456.28,Below Targets,2.68,2.0,1.0,0.15,1,10,Local,25580.89,20681.07,0.41,39.0,0.21,Medium Performance
CUST_337,18-25,28,Basic,Retail,Costa Rica,30347.75,98,Chat,2025-11-19,Social Media,Account Management,False,43.7,3,2,0.36,Management,2025-08-17,Customer Experience,High,12,66842.75,Medium,True,In Development,,,55445.15,,2.81,5.0,6.0,0.75,1,8,Global,0.0,70811.42,0.61,,-0.171,Medium Performance
CUST_338,46-55,93,Silver,Technology,Cocos (Keeling) Islands,30294.5,68,Chat,2025-08-27,Phone,Product Feature,False,44.7,4,3,-0.17,Employee,2025-09-06,Product Improvement,Low,11,2646.4,Medium,True,In Development,,,55445.15,,2.81,5.0,6.0,0.64,4,10,Regional,0.0,234782.38,0.57,,19.951,Medium Performance
CUST_339,46-55,95,Basic,Finance,San Marino,21681.86,61,Email,2025-10-11,Social Media,Product Feature,True,51.4,5,3,0.57,Customer,2025-09-28,Process Optimization,Medium,3,30833.48,High,False,Completed,2025-11-16,2025-11-23,34299.18,Exceeded Targets,2.67,9.0,4.0,0.29,3,2,Local,57890.57,171648.06,0.4,56.0,0.112,Medium Performance
CUST_340,46-55,92,Basic,Healthcare,Bermuda,46485.67,42,Social Media,2025-10-28,Chat,Technical Support,False,48.1,1,3,-0.73,AI Analysis,2025-07-14,Product Improvement,Low,11,87322.12,High,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.83,7,9,Regional,0.0,356390.14,0.65,,-0.365,Medium Performance
CUST_341,26-35,29,Gold,Technology,Malaysia,14903.34,15,Email,2025-09-08,Chat,Suggestion,True,53.7,1,3,-0.26,Management,2025-07-02,Technology Upgrade,Low,24,1166.17,Low,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.36,6,3,Global,0.0,36016.4,0.37,,46.545,Low Performance
CUST_342,55+,76,Silver,Technology,Oman,20067.96,69,Social Media,2025-07-12,Chat,Technical Support,False,60.4,4,3,-0.09,Management,2025-07-31,Process Optimization,Low,22,85063.62,High,True,In Development,,,55445.15,,2.81,5.0,6.0,0.5,2,5,Global,0.0,127097.08,0.46,,-0.348,Medium Performance
CUST_343,55+,62,Silver,Retail,American Samoa,14929.01,49,Email,2025-07-23,Chat,Technical Support,True,61.1,2,3,0.47,Employee,2025-08-07,Technology Upgrade,Low,13,30611.08,High,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.37,8,6,Regional,0.0,77133.22,0.55,,0.811,Medium Performance
CUST_344,46-55,10,Gold,Finance,Lao People's Democratic Republic,34970.63,25,In-Person,2025-05-30,Social Media,Billing,True,23.6,5,1,0.7,Management,2025-09-21,Technology Upgrade,Low,6,58138.58,Medium,False,Completed,2025-11-16,2025-11-20,52404.72,Met Targets,4.12,4.0,1.0,0.39,10,2,Global,144079.0,29142.19,0.55,60.0,-0.099,Medium Performance
CUST_345,26-35,49,Platinum,Manufacturing,South Africa,42162.17,8,Email,2025-11-14,Chat,Account Management,True,68.1,1,3,0.3,AI Analysis,2025-08-11,Process Optimization,Low,24,40995.41,Low,True,Completed,2025-10-15,2025-10-31,46818.32,Met Targets,3.44,7.0,2.0,0.72,7,5,Global,145037.86,172162.19,0.5,81.0,0.142,Medium Performance
CUST_346,46-55,48,Basic,Technology,Saint Vincent and the Grenadines,6273.07,16,Social Media,2025-02-27,Help Desk,Technical Support,True,42.5,5,2,-0.45,Customer,2025-06-05,Service Innovation,High,13,48934.96,High,False,Completed,2025-06-14,2025-11-24,43437.88,Partially Met,0.79,9.0,3.0,0.42,1,7,Global,4955.73,25092.28,0.23,172.0,-0.112,Low Performance
CUST_347,55+,101,Platinum,Technology,Guinea,26185.61,75,In-Person,2025-01-07,Email,Technical Support,True,13.4,5,3,-0.64,AI Analysis,2025-09-07,Customer Experience,High,2,13752.78,Low,True,Completed,2025-09-28,2025-10-24,13474.04,Exceeded Targets,0.88,2.0,9.0,0.34,9,3,Regional,23043.34,220395.55,0.66,47.0,-0.02,Medium Performance
CUST_348,18-25,32,Gold,Technology,United Arab Emirates,47337.62,67,Chat,2025-08-07,Help Desk,Account Management,True,41.8,3,3,0.82,Management,2025-09-10,Service Innovation,Low,17,21774.11,Low,True,Completed,2025-10-06,2025-10-15,20285.88,Partially Met,4.35,4.0,3.0,0.58,4,10,Regional,205918.65,126233.65,0.55,35.0,-0.068,Medium Performance
CUST_349,36-45,17,Platinum,Technology,Albania,27717.51,34,Social Media,2025-08-25,Phone,Account Management,False,6.5,3,3,-0.15,Employee,2025-07-13,Service Innovation,High,3,63327.25,Medium,True,Approved,,,55445.15,,2.81,5.0,6.0,0.44,3,6,Regional,0.0,39266.47,0.36,,-0.124,Low Performance
CUST_350,46-55,4,Silver,Technology,Paraguay,13871.2,69,Email,2024-12-27,Help Desk,Account Management,True,24.0,1,2,0.82,Management,2025-09-23,Process Optimization,High,9,1976.47,Medium,True,Completed,2025-10-24,2025-10-29,1726.45,Exceeded Targets,1.29,5.0,10.0,0.76,8,2,Global,17893.85,4623.73,0.75,36.0,-0.126,High Performance
CUST_351,36-45,90,Gold,Education,Cocos (Keeling) Islands,13917.17,13,Email,2025-10-19,Phone,Product Feature,False,13.4,5,3,0.19,AI Analysis,2025-07-20,Technology Upgrade,Low,5,26647.04,High,True,Approved,,,55445.15,,2.81,5.0,6.0,0.4,5,1,Global,0.0,104378.77,0.34,,1.081,Low Performance
CUST_352,36-45,91,Silver,Manufacturing,Faroe Islands,30630.8,91,Social Media,2025-11-27,Phone,Account Management,False,57.6,5,2,-0.45,AI Analysis,2025-07-25,Service Innovation,Low,8,31213.56,Low,False,In Development,,,55445.15,,2.81,5.0,6.0,0.78,2,2,Global,0.0,232283.57,0.63,,0.776,Medium Performance
CUST_353,26-35,12,Silver,Education,Saint Martin,3341.87,96,Chat,2025-04-18,Help Desk,Account Management,True,69.3,4,3,0.02,Employee,2025-08-18,Technology Upgrade,Medium,17,68827.06,High,True,Approved,,,55445.15,,2.81,5.0,6.0,0.83,1,7,Global,0.0,3341.87,0.63,,-0.194,Medium Performance
CUST_354,55+,96,Gold,Healthcare,Guernsey,49713.99,85,In-Person,2025-06-26,Help Desk,Billing,False,69.5,5,1,-0.65,Management,2025-10-05,Process Optimization,Low,12,95295.88,Medium,False,Completed,2025-11-26,2025-11-28,101137.38,Exceeded Targets,2.02,4.0,9.0,0.78,2,5,Regional,100422.26,397711.92,0.61,54.0,0.061,Medium Performance
CUST_355,46-55,38,Gold,Healthcare,Nepal,610.6,81,In-Person,2025-10-07,Social Media,Technical Support,False,66.9,5,1,0.87,AI Analysis,2025-08-24,Product Improvement,Medium,1,61937.49,Medium,False,Completed,2025-09-06,2025-11-09,49773.47,Met Targets,2.31,1.0,2.0,0.44,4,2,Global,1410.49,1933.57,0.55,77.0,-0.196,Medium Performance
CUST_356,55+,116,Silver,Retail,Kenya,6630.21,63,Email,2025-06-25,Phone,Suggestion,False,16.7,4,2,-0.4,AI Analysis,2025-09-10,Process Optimization,Low,9,11760.8,Medium,False,Completed,2025-09-14,2025-10-07,12320.81,Below Targets,0.53,4.0,2.0,0.25,1,3,Regional,3514.01,64092.03,0.33,27.0,0.048,Low Performance
CUST_357,46-55,96,Gold,Technology,Hong Kong,8435.47,26,Social Media,2025-03-11,Chat,Billing,False,35.5,4,3,0.43,Management,2025-07-10,Technology Upgrade,Low,24,92432.56,Medium,True,Completed,2025-11-28,2025-11-28,80926.16,Exceeded Targets,1.07,6.0,9.0,0.11,4,1,Global,9025.95,67483.76,0.26,141.0,-0.124,Low Performance
CUST_358,36-45,55,Basic,Retail,Azerbaijan,24269.55,37,Social Media,2025-03-27,Email,Account Management,True,44.7,5,1,-0.5,Customer,2025-08-14,Customer Experience,Low,8,66966.71,Medium,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.66,9,10,Local,0.0,111235.44,0.64,,-0.172,Medium Performance
CUST_359,26-35,110,Silver,Healthcare,Zimbabwe,6462.83,52,Email,2025-04-14,Chat,Technical Support,True,31.0,5,1,-0.82,Customer,2025-08-06,Technology Upgrade,Medium,17,31338.15,High,True,Completed,2025-08-31,2025-10-03,34417.22,Exceeded Targets,2.79,1.0,5.0,0.19,6,5,Regional,18031.3,59242.61,0.44,58.0,0.098,Medium Performance
